name,establishment,city,locality,latitude,longitude,cuisines,average_cost_for_two,highlights,aggregate_rating
Hotel Sree Saravana Bhavan,Casual Dining,Kochi,Tripunithura,9.953080556,76.34018056,"South Indian, North Indian, Chinese",300,"Lunch, Breakfast, Dinner, Cash, Indoor Seating",4
Ambrosia,Cafe,Chennai,Nandanam,13.03029333,80.24563964,"Cafe, Bakery, Japanese, Korean",500,"Credit Card, No Alcohol Available, Takeaway Available, Cash, Debit Card, Desserts and Bakes, Table booking recommended, Air Conditioned, Indoor Seating",4.1
Aroma Bakery,Bakery,Coimbatore,Race Course,11.00074661,76.97080527,"Bakery, Fast Food",300,"Cash, Debit Card, Takeaway Available, No Alcohol Available, Dinner, Credit Card, Delivery, Lunch, Air Conditioned, Indoor Seating, Desserts and Bakes",4.1
The Imperial Kitchen,Casual Dining,Trivandrum,Ambalamukku,8.516103146,76.95868906,"North Indian, Italian, Chinese",700,"Dinner, Delivery, Credit Card, Debit Card, Lunch, Cash, Takeaway Available, Breakfast, Indoor Seating, Air Conditioned, Table booking recommended",4.1
La Terrasse,Casual Dining,Puducherry,White Town,11.92521353,79.83316954,"Continental, Italian, North Indian, Chinese, French",700,"Breakfast, Dinner, Takeaway Available, Lunch, Cash, Outdoor Seating",2.5
Bread World,Casual Dining,Kochi,Kakkanad,10.02306111,76.34129444,"Burger, Continental, Chinese",600,"No Alcohol Available, Dinner, Cash, Takeaway Available, Lunch, Delivery, Breakfast, Desserts and Bakes, Indoor Seating, Air Conditioned",3.6
Saleem Punjabi Dhaba,Dhaba,Vellore,Katpadi,12.96774897,79.15599726,North Indian,350,"No Alcohol Available, Dinner, Takeaway Available, Cash, Lunch, Indoor Seating, Digital Payments Accepted",3.6
Subway,Quick Bites,Chennai,"Forum Vijaya Mall, Vadapalani",13.05018771,80.20957064,"Fast Food, Healthy Food, Sandwich, Salad",500,"Takeaway Available, Delivery, Credit Card, Lunch, Mall Parking, Debit Card, Cash, Dinner, Indoor Seating, Wifi, Air Conditioned",3.8
Abhinandan,Casual Dining,Chennai,Egmore,13.07228039,80.26074551,"South Indian, Chinese, North Indian, Fast Food, Juices",450,"Takeaway Available, Cash, Credit Card, Lunch, No Alcohol Available, Dinner, Breakfast, Debit Card, Indoor Seating, Air Conditioned, Free Parking, Pure Veg, Table Reservation Not Required",3.9
Domino's Pizza,Quick Bites,Coimbatore,RS Puram,11.008504,76.959571,"Pizza, Fast Food",400,"Lunch, Takeaway Available, Debit Card, No Alcohol Available, Dinner, Cash, Credit Card, Indoor Seating, Air Conditioned",3.9
ibaco,Dessert Parlour,Coimbatore,Peelamedu,11.02434126,77.00643975,"Ice Cream, Desserts",300,"No Alcohol Available, Cash, Takeaway Available, Credit Card, Pure Veg, Desserts and Bakes, Indoor Seating, Air Conditioned",4
Salt. Co. 531 - Radisson Blu GRT Hotel,Fine Dining,Chennai,"Radisson Blu, GST Road",12.99478632,80.18737268,"Continental, Asian, Mexican, Italian",4800,"Dinner, Cash, Debit Card, Lunch, Credit Card, Breakfast, Table Reservation Not Required, Air Conditioned, Wifi, Fullbar, Buffet, Indoor Seating, Wheelchair Accessible",4.2
Hotel Sangamam,Casual Dining,Chennai,Ambattur,13.12286395,80.14585711,"Chettinad, North Indian, Chinese, South Indian",600,"Dinner, Delivery, Credit Card, Lunch, Cash, Debit Card, Indoor Seating, Air Conditioned, Table reservation required, Halal",2.6
Dindigul Biriyani,Casual Dining,Kochi,Panampilly Nagar,9.962790463,76.29588202,"Biryani, Chettinad",400,"Cash, Takeaway Available, Lunch, Debit Card, Delivery, No Alcohol Available, Dinner, Indoor Seating",2.8
Aruna Bhavan Hotel,Dhaba,Chennai,Sholinganallur,12.8914858,80.23241635,"North Indian, South Indian",400,"Dinner, Cash, Takeaway Available, Credit Card, Debit Card, Lunch, Delivery, Breakfast, Indoor Seating, Air Conditioned, Digital Payments Accepted, Catering Available, Pure Veg",3.2
Adyar Bakery,Bakery,Chennai,Adyar,13.00634009,80.25558025,"Bakery, Fast Food",150,"Credit Card, Cash, Delivery, No Alcohol Available, Debit Card, Takeaway Available, Air Conditioned, Desserts and Bakes, Indoor Seating",3.7
Junior Kuppanna,,Puducherry,Gandhinagar,11.93409835,79.80772041,"Chettinad, Biryani, Chinese, Tamil, South Indian",300,"Cash, Debit Card, Takeaway Available, No Alcohol Available, Lunch, Credit Card, Delivery, Dinner, Air Conditioned, Indoor Seating",3.7
Hotel Sri Kamatchi,Casual Dining,Puducherry,Mudaliarpet,11.92802908,79.80711658,"South Indian, Biryani, Seafood, Chinese",500,"Lunch, Credit Card, Dinner, Cash, Takeaway Available, Debit Card, Air Conditioned, Indoor Seating, Table booking recommended",3.8
Tonico Cafe,Cafe,Kochi,Angamali,10.27896144,76.34425934,"Fast Food, Continental, Burger, Cafe, Desserts",400,"Cash, Debit Card, Delivery, Dinner, Takeaway Available, No Alcohol Available, Lunch, Indoor Seating, Smoking Area, Outdoor Seating, Air Conditioned, Wifi",4.1
Ponnusamy Hotels,Casual Dining,Chennai,Adyar,12.99680591,80.25638022,"North Indian, South Indian, Biryani",650,"Credit Card, Dinner, Debit Card, Lunch, No Alcohol Available, Takeaway Available, Cash, Delivery, Table reservation required, Digital Payments Accepted, Indoor Seating, Air Conditioned, Halal",2.5
Kovai Biryani Hotel,Casual Dining,Coimbatore,Saibaba Colony,11.0261259,76.94463328,"Biryani, South Indian",550,"Cash, Debit Card, Takeaway Available, No Alcohol Available, Dinner, Credit Card, Breakfast, Lunch, Table Reservation Not Required, Indoor Seating",3.5
Dil Se,Casual Dining,Coimbatore,RS Puram,11.00775208,76.94346383,"North Indian, South Indian",500,"Credit Card, Dinner, Debit Card, No Alcohol Available, Cash, Lunch, Table booking recommended, Axis Bank - Dining Delights, Indoor Seating",3.6
Perambur Sri Srinivasa,Casual Dining,Chennai,Ambattur,13.12084016,80.14869388,"North Indian, South Indian, Fast Food, Street Food, Mithai",600,"Dinner, Takeaway Available, Credit Card, Debit Card, Lunch, Cash, Breakfast, Indoor Seating, Catering Available, Air Conditioned, Pure Veg, Desserts and Bakes",3.7
Thanjavur Mess,Mess,Chennai,West Mambalam,13.03561494,80.22394124,South Indian,200,"Cash, Delivery, Breakfast, Lunch, No Alcohol Available, Dinner, Indoor Seating, Pure Veg",3.7
Oru Pothichoru,Quick Bites,Kochi,Kakkanad,10.0094697,76.32442508,"Kerala, Biryani",150,"Cash, Takeaway Available, Lunch, Delivery, Indoor Seating",3.8
Rasoi,Casual Dining,Kochi,Fort Kochi,9.966177514,76.2415522,North Indian,1000,"Cash, Lunch, Takeaway Available, Dinner, Debit Card, Free Parking, Table booking recommended, Indoor Seating, Axis Bank - Dining Delights",4.2
Fry Yo,Quick Bites,Vellore,Thottapalayam,12.93123309,79.13694654,Fast Food,350,"Lunch, Delivery, Credit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned",3.4
Chettinadu Kitchen,Quick Bites,Thrissur,Poothole,10.51684663,76.20957088,"South Indian, Chinese",300,"Dinner, Cash, Takeaway Available, Debit Card, Lunch, Delivery, Credit Card, Indoor Seating, Table booking recommended",3.5
Iddly Italy,Quick Bites,Madurai,SS Colony,9.906945444,78.09851088,"Italian, South Indian",350,"Delivery, Credit Card, Debit Card, Dinner, Takeaway Available, No Alcohol Available, Cash, Lunch, Indoor Seating, Free Parking, Digital Payments Accepted",3.7
Cafe Stories,Cafe,Kochi,Kalamassery,10.05437538,76.32578261,"Continental, Italian, Beverages",500,"Lunch, Cash, Takeaway Available, Debit Card, No Alcohol Available, Dinner, Delivery, Credit Card, Indoor Seating, Digital Payments Accepted, Air Conditioned",3.9
Richy Rich,Quick Bites,Puducherry,White Town,11.92693344,79.8346917,"Ice Cream, Desserts",500,"No Alcohol Available, Cash, Credit Card, Takeaway Available, Debit Card, Pure Veg, Air Conditioned, Indoor Seating, Desserts and Bakes, Digital Payments Accepted",3.9
Roll Over,Dessert Parlour,Chennai,Egmore,13.0690367,80.25693677,"Desserts, Fast Food",450,"Delivery, Debit Card, Cash, Takeaway Available, Credit Card, Indoor Seating, Air Conditioned, Pure Veg, Digital Payments Accepted, Desserts and Bakes",4
My Place Food Station,Quick Bites,Coimbatore,Peelamedu,11.02496093,77.01205228,"South Indian, Chinese, North Indian",250,"Lunch, Cash, Takeaway Available, Debit Card, No Alcohol Available, Dinner, Delivery, Credit Card, Indoor Seating",4
KoKoMMo,Bar,Chennai," InterContinental Chennai Mahabalipuram Resort, East Coast Road (ECR)",12.73682504,80.23561891,Finger Food,1500,"Credit Card, Dinner, Cash, Debit Card, Live Sports Screening, Outdoor Seating, Fullbar",4.1
Kalluppu Restaurant,Casual Dining,Trichy,Sangillyandapuram,10.80021205,78.68143402,"Chettinad, South Indian",600,"Debit Card, Lunch, Cash, Credit Card, Takeaway Available, Dinner, Indoor Seating, Air Conditioned",4.1
Adaminte Chayakkada,Casual Dining,Kochi,Aluva,10.12989467,76.35027755,"Kerala, South Indian",500,"Lunch, Cash, Credit Card, Debit Card, Dinner, Takeaway Available, Breakfast, Free Parking, Indoor Seating",2.6
Madurai Saradha Mess,Mess,Chennai,T. Nagar,13.02927355,80.23084357,"South Indian, Chinese",300,"Dinner, Cash, Debit Card, Delivery, Lunch, Takeaway Available, Credit Card, Indoor Seating, Digital Payments Accepted",3.1
Juice Pump,Beverage Shop,Chennai,Egmore,13.07872747,80.25576666,"Juices, Beverages",300,"Cash, Takeaway Available, Credit Card, Delivery, Debit Card, Indoor Seating, Digital Payments Accepted, Air Conditioned, Pure Veg",3.6
Lexxus,Bar,Chennai,"Benzz Park, T. Nagar",13.04570649,80.23922112,"Continental, North Indian, Finger Food",800,"Credit Card, Debit Card, Serves Alcohol, Takeaway Available, Lunch, Cash, Dinner, Valet Parking Available, Air Conditioned, Nightlife, Indoor Seating, Smoking Area, Live Sports Screening, Live Music, Wheelchair Accessible, Fullbar, Axis Bank - Dining Delights, Wifi",3.7
Kari Kanji,Quick Bites,Madurai,KK Nagar,9.937023349,78.13707735,South Indian,400,"No Alcohol Available, Cash, Debit Card, Dinner, Takeaway Available, Credit Card, Lunch, Indoor Seating, Free Parking",3.7
Chocolate Fantasy,Dessert Parlour,Chennai,T. Nagar,13.0509938,80.24046667,"Desserts, Bakery, Ice Cream",300,"Credit Card, Cash, Delivery, Takeaway Available, Debit Card, No Alcohol Available, Indoor Seating, Wheelchair Accessible, Air Conditioned, Pre-Ordering Required, Kid Friendly, Desserts and Bakes, Disabled Friendly, Digital Payments Accepted",3.8
TAPRI,Beverage Shop,Vellore,Katpadi,12.96677533,79.15655885,"Juices, Italian, Burger",200,"Takeaway Available, Debit Card, Cash, Credit Card, Outdoor Seating, Digital Payments Accepted",3.8
Lassi Shop,Beverage Shop,Chennai,West Mambalam,13.043117,80.222609,"Beverages, Ice Cream",200,"Delivery, Cash, Debit Card, Credit Card, Takeaway Available, No Seating Available, Digital Payments Accepted",3.9
ibaco,Dessert Parlour,Chennai,Thiruvanmiyur,12.97869599,80.26181605,"Ice Cream, Desserts",200,"Delivery, Debit Card, No Alcohol Available, Cash, Takeaway Available, Credit Card, Indoor Seating, Air Conditioned, Pure Veg, Desserts and Bakes",4
Sri Ganapathy Mess,Mess,Coimbatore,Peelamedu,11.02600908,77.00126007,"South Indian, Fast Food",200,"No Alcohol Available, Dinner, Takeaway Available, Debit Card, Lunch, Cash, Credit Card, Indoor Seating",4
Waf Bites,Quick Bites,Chennai,K.K. Nagar,13.03947314,80.19289803,"Desserts, Beverages",300,"Lunch, Cash, Delivery, Debit Card, Dinner, Takeaway Available, Credit Card, Free Parking, Air Conditioned, Pure Veg, Indoor Seating, Kid Friendly, Wifi, Desserts and Bakes",4.1
1976 Cafe Bistro,Cafe,Trivandrum,Palayam,8.49429587,76.94709521,Cafe,500,"No Alcohol Available, Dinner, Cash, Credit Card, Lunch, Takeaway Available, Debit Card, Outdoor Seating, Indoor Seating, Table booking recommended",4.1
Nettai Boy Biriyani,Quick Bites,Trichy,Karumandapam,10.78893237,78.6648687,Biryani,150,"Cash, Takeaway Available",4.3
Kobe Sizzlers,Casual Dining,Kochi,"LuLu Mall, Edappally",10.02654722,76.30822778,Continental,650,"Debit Card, Lunch, Credit Card, Dinner, Cash, Takeaway Available, No Alcohol Available, Mall Parking, Indoor Seating, Air Conditioned",2.5
Ponnusamy Hotels,Casual Dining,Chennai,Ramapuram,13.02036547,80.18449701,Chettinad,750,"Lunch, Cash, Takeaway Available, Debit Card, No Alcohol Available, Dinner, Delivery, Credit Card, Indoor Seating, Table booking recommended, Air Conditioned",2.6
Bakers Cottage,Bakery,Chennai,Anna Nagar East,13.09232095,80.21553051,"Bakery, Desserts",200,"Credit Card, Cash, No Alcohol Available, Takeaway Available, Debit Card, Delivery, Desserts and Bakes, Digital Payments Accepted, Air Conditioned, Indoor Seating, Pre-Ordering Required",3.7
Cock Ra Co,Quick Bites,Coimbatore,Kavundampalayam,11.04703238,76.94699898,"North Indian, Chinese, South Indian",500,"Dinner, Delivery, Lunch, Credit Card, Indoor Seating, Air Conditioned",3.8
Sulaimani Bakers and Food Court,Quick Bites,Kochi,Kakkanad,10.01663569,76.3445098,"Arabian, Kerala, Chinese, Biryani, Beverages",250,"Dinner, Takeaway Available, Lunch, Cash, Breakfast, Indoor Seating",3.8
Sian - Vivanta Chennai,Fine Dining,Chennai,"Vivanta Chennai, IT Expressway, Sholinganallur ",12.90537713,80.22765778,Chinese,1800,"Cash, Takeaway Available, Debit Card, Dinner, Delivery, Credit Card, Lunch, Table reservation required, Wifi, Valet Parking Available, Indoor Seating, Air Conditioned, Wheelchair Accessible, Fullbar, 4/5 Star",4.1
Kasivinayaga Mess,Mess,Chennai,Triplicane,13.06043902,80.27709626,South Indian,150,"Dinner, Takeaway Available, Breakfast, Lunch, Cash, Indoor Seating, Pure Veg",4.1
Kobe Sizzlers,Food Court,Chennai,"Forum Vijaya Mall, Vadapalani",13.05100294,80.20940199,"Continental, Italian, Steak, Chinese",800,"Dinner, Mall Parking, Lunch, Cash, Credit Card, Indoor Seating, Wheelchair Accessible, Air Conditioned",2.8
A2B - Adyar Ananda Bhavan,Sweet Shop,Chennai,Triplicane,13.05804729,80.27659904,"Mithai, North Indian, South Indian, Chinese",450,"Lunch, Cash, Takeaway Available, Credit Card, Debit Card, Dinner, Delivery, Breakfast, Indoor Seating, Digital Payments Accepted, Table Reservation Not Required, Pre-Ordering Required, Air Conditioned, Catering Available, Pure Veg, Desserts and Bakes",3.6
Barbeque Nation,Casual Dining,Thrissur,Kizhakkumpattukara,10.52256063,76.22464724,"North Indian, Continental, Kebab, BBQ",1500,"Lunch, Credit Card, Debit Card, No Alcohol Available, Dinner, Cash, Indoor Seating, Air Conditioned, Buffet",3.6
KC Das,Sweet Shop,Chennai,Nungambakkam,13.06675414,80.25377244,"Mithai, Street Food",200,"Lunch, Takeaway Available, Credit Card, Debit Card, Dinner, Cash, Breakfast, Free Parking, Air Conditioned, Indoor Seating, Pure Veg, Desserts and Bakes",3.7
Denmarrk Drive - Inn Restaurant,Casual Dining,Coimbatore,Ganapathy,11.03629715,76.97786752,"North Indian, Chinese",400,"Dinner, Cash, Credit Card, Delivery, Breakfast, Debit Card, Takeaway Available, Lunch, Indoor Seating",3.7
Hot King,Quick Bites,Puducherry,Heritage Town,11.94120436,79.82817326,"Arabian, Biryani, North Indian",800,"Takeaway Available, Debit Card, Lunch, No Alcohol Available, Cash, Credit Card, Dinner, Indoor Seating, Free Parking, Air Conditioned",3.7
Yadu Andhra Mess,Mess,Chennai,Mylapore,13.04308957,80.26763644,South Indian,100,"Takeaway Available, Cash, Dinner, Lunch, Delivery, Indoor Seating",3.9
Annapoorna Mithai,Quick Bites,Madurai,SS Colony,9.919066373,78.0942113,"North Indian, Fast Food",300,"Cash, Lunch, Delivery, Dinner, Takeaway Available, Indoor Seating, Air Conditioned, Pure Veg, Digital Payments Accepted",3.9
Hollywood  Chicken,Quick Bites,Madurai,Arrapalayam,9.92808478,78.10887057,"Fast Food, Roast Chicken, BBQ",350,"Lunch, No Alcohol Available, Cash, Dinner, Takeaway Available, Indoor Seating, Free Parking, Halal",3.9
Subway,Quick Bites,Kochi,"Centre Square Mall, Kacheripady",9.977886463,76.28300607,"Fast Food, Healthy Food, Sandwich, Salad",500,"Dinner, Cash, Takeaway Available, Debit Card, Lunch, Mall Parking, Delivery, Credit Card, Indoor Seating, Air Conditioned, Digital Payments Accepted",4.1
Shree Aksshayam,Casual Dining,Coimbatore,Peelamedu,11.02062187,76.99089535,South Indian,700,"Cash, Lunch, No Alcohol Available, Dinner, Delivery, Indoor Seating, Pure Veg",4.2
Cafe Coffee Day,Cafe,Chennai,"Express Avenue Mall,  Royapettah",13.05859664,80.26437957,"Beverages, Cafe, Sandwich, Fast Food",600,"Credit Card, Lunch, Dinner, Debit Card, Cash, Takeaway Available, Mall Parking, Air Conditioned, Desserts and Bakes, Wifi, Indoor Seating",2.4
Hidden Fork,Quick Bites,Kochi,Kalamassery,10.04767373,76.31769206,Continental,500,"Lunch, Cash, Takeaway Available, No Alcohol Available, Dinner, Delivery, Indoor Seating",3.6
MI - Pizza,Quick Bites,Coimbatore,Vadavalli,11.02846,76.896019,Italian,500,"Dinner, Delivery, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Indoor Seating",3.8
Canopy,Quick Bites,Kochi,"Abad Plaza, Kacheripady",9.978504276,76.28334168,"South Indian, Sandwich, Burger, Pizza, Chinese, Beverages",400,"No Alcohol Available, Dinner, Cash, Credit Card, Lunch, Takeaway Available, Breakfast, Indoor Seating, Air Conditioned",3.8
Ajnabi Mithaai,Sweet Shop,Chennai,Alwarpet,13.03525107,80.25467768,"Mithai, Street Food, North Indian",300,"Lunch, Delivery, Debit Card, Dinner, Cash, Takeaway Available, Credit Card, Indoor Seating, Air Conditioned, Pure Veg, Pre-Ordering Required, Desserts and Bakes",3.9
Southern Aromas - The Residency Towers,Fine Dining,Chennai,"The Residency Towers, T. Nagar",13.04036974,80.2437735,South Indian,1300,"Dinner, Debit Card, Lunch, Credit Card, Serves Alcohol, Takeaway Available, Cash, Indoor Seating, Fullbar, Valet Parking Available, Wheelchair Accessible, Live Sports Screening, Wifi, Table booking recommended, Air Conditioned, 4/5 Star, Variable Menu",3.9
Domino's Pizza,Quick Bites,Trivandrum,Palayam,8.493356451,76.94790959,"Pizza, Fast Food",400,"Lunch, Cash, Takeaway Available, Debit Card, No Alcohol Available, Dinner, Delivery, Credit Card, Indoor Seating",3.9
Tellicherry Kitchen,Casual Dining,Kochi,Kadavanthra,9.983474804,76.29573517,"Biryani, South Indian, Kerala, Arabian, Chinese",500,"Lunch, Delivery, Dinner, Cash, Takeaway Available, Live Music, Air Conditioned, Indoor Seating",4
Beyond Indus - Taj Club House,Fine Dining,Chennai,"Taj Club House, Thousand Lights",13.06155959,80.26419416,North Indian,2500,"Cash, Dinner, Credit Card, Debit Card, Takeaway Available, Valet Parking Available, Wheelchair Accessible, 4/5 Star, Luxury Dining, Table reservation required, Air Conditioned, Fullbar, Indoor Seating, Wifi",4.2
Lakshmi Sankar Mess,Casual Dining,Coimbatore,Saibaba Colony,11.02597716,76.94913067,South Indian,200,"Breakfast, Lunch, Cash, Takeaway Available, No Alcohol Available, Dinner, Pure Veg, Indoor Seating",4.4
KCM,Casual Dining,Coimbatore,Peelamedu,11.02480462,77.01165061,"Arabian, North Indian, Chinese, Seafood",600,"Cash, Debit Card, Delivery, No Alcohol Available, Dinner, Credit Card, Takeaway Available, Lunch, Indoor Seating",2.6
Newyork Night Restaurant,Casual Dining,Coimbatore,Peelamedu,11.02570105,77.01329112,"North Indian, South Indian, Chinese, Fast Food",500,"Cash, Debit Card, Delivery, Dinner, Credit Card, Indoor Seating",3.3
Godavari Andhra Mess,Mess,Chennai,GST Road,12.90442808,80.09408645,Andhra,200,"Delivery, Lunch, No Alcohol Available, Takeaway Available, Debit Card, Cash, Dinner, Credit Card, Indoor Seating, Table booking recommended",3.6
Anjappar,Casual Dining,Trichy,Thillai Nagar,10.82784151,78.68496079,"Chettinad, Chinese, North Indian, South Indian",500,"Takeaway Available, Delivery, Debit Card, Dinner, Cash, Credit Card, Lunch, Indoor Seating, Table Reservation Not Required, Air Conditioned",3.7
Robot Restaurant,Casual Dining,Chennai,Porur,13.02906646,80.17048046,"Chinese, Thai, Asian, Momos, North Indian",1300,"Lunch, Delivery, Credit Card, Dinner, Cash, Takeaway Available, Debit Card, Free Parking, Table reservation required, Air Conditioned, Wheelchair Accessible, Indoor Seating, Digital Payments Accepted, Wifi",3.9
Bread World,Bakery,Kochi,Elamkulam,9.971913889,76.30221667,"Bakery, Continental, Chinese",450,"Cash, No Alcohol Available, Delivery, Indoor Seating, Desserts and Bakes",3.9
